chrs,names,ids
chr13,PCID2,ENSG00000126226
chr13,CUL4A,ENSG00000139842
chr13,MIR8075,ENSG00000277942
chr13,LDHBP1,ENSG00000232662
chr13,LAMP1,ENSG00000185896
chr13,GRTP1,ENSG00000139835
chr13,ENSG00000276434,ENSG00000276434
chr13,GRTP1-AS1,ENSG00000225083
chr13,ADPRHL1,ENSG00000153531
chr13,DCUN1D2,ENSG00000150401
chr13,DCUN1D2-AS,ENSG00000233613
chr13,RNU1-16P,ENSG00000202347
chr13,TMCO3,ENSG00000150403
chr13,ENSG00000276916,ENSG00000276916
chr13,ENSG00000276248,ENSG00000276248
chr13,TFDP1,ENSG00000198176
chr13,ATP4B,ENSG00000186009
chr13,GRK1,ENSG00000185974
chr13,LINC00552,ENSG00000279770
chr13,TMEM255B,ENSG00000184497
chr13,GAS6-AS1,ENSG00000233695
chr13,GAS6,ENSG00000183087
chr13,GAS6-DT,ENSG00000272695
chr13,ENSG00000237699,ENSG00000237699
chr13,LINC00454,ENSG00000226921
chr13,ENSG00000274766,ENSG00000274766
chr13,LINC00452,ENSG00000229373
chr13,SWINGN,ENSG00000260910
chr13,C13orf46,ENSG00000283199
chr13,RASA3,ENSG00000185989
chr13,RASA3-IT1,ENSG00000232487
chr13,CFAP97D2,ENSG00000283361
chr13,ENSG00000283347,ENSG00000283347
chr13,CDC16,ENSG00000130177
chr13,MIR548AR,ENSG00000264539
chr13,ENSG00000289904,ENSG00000289904
chr13,MIR4502,ENSG00000265450
chr13,ENSG00000285672,ENSG00000285672
chr13,UPF3A,ENSG00000169062
chr13,CLCP2,ENSG00000226158
chr13,CHAMP1,ENSG00000198824
chr13,LINC01054,ENSG00000229723
chr13,RPL23AP97,ENSG00000260615
chr14,5_8S_rRNA,ENSG00000283274
chr14,ENSG00000215398,ENSG00000215398
chr14,ENSG00000290354,ENSG00000290354
chr14,RNU6-458P,ENSG00000206906
chr14,ENSG00000257171,ENSG00000257171
chr14,BNIP3P6,ENSG00000257356
chr14,ENSG00000257959,ENSG00000257959
chr14,ENSG00000257721,ENSG00000257721
chr14,ENSG00000258367,ENSG00000258367
chr14,ENSG00000257825,ENSG00000257825
chr14,OR11H12,ENSG00000257115
chr14,ENSG00000257672,ENSG00000257672
chr14,ARHGAP42P5,ENSG00000258233
chr14,LINC02297,ENSG00000257504
chr14,ENSG00000257644,ENSG00000257644
chr14,ENSG00000257175,ENSG00000257175
chr14,ENSG00000258364,ENSG00000258364
chr14,ENSG00000257731,ENSG00000257731
chr14,ENSG00000258076,ENSG00000258076
chr14,ENSG00000257558,ENSG00000257558
chr14,RPL22P20,ENSG00000239200
chr14,ENSG00000257635,ENSG00000257635
chr14,ENSG00000257224,ENSG00000257224
chr14,NF1P10,ENSG00000277529
chr14,ENSG00000290346,ENSG00000290346
chr14,NEK2P1,ENSG00000277367
chr14,NF1P7,ENSG00000278143
chr14,MED15P1,ENSG00000257853
chr14,ENSG00000291204,ENSG00000291204
chr14,ENSG00000257891,ENSG00000257891
chr14,ENSG00000258265,ENSG00000258265
chr14,POTEM,ENSG00000222036
chr14,ENSG00000275563,ENSG00000275563
chr14,RNU6-1239P,ENSG00000212612
chr14,ENSG00000258314,ENSG00000258314
chr14,GRAMD4P4,ENSG00000274369
chr14,DUXAP9,ENSG00000225210
chr14,ENSG00000286614,ENSG00000286614
chr14,ENSG00000277128,ENSG00000277128
chr14,NBEAP5,ENSG00000277710
chr14,ENSG00000278594,ENSG00000278594
chr14,OR11H13P,ENSG00000196143
chr14,ENSG00000271632,ENSG00000271632
chr14,ENSG00000277252,ENSG00000277252
chr14,CDRT15P13,ENSG00000258781
chr14,NBEAP6,ENSG00000285990
chr14,ENSG00000257310,ENSG00000257310
chr14,TOMM40P1,ENSG00000277156
chr14,DUXAP10,ENSG00000244306
chr14,ENSG00000291205,ENSG00000291205
chr14,BMS1P17,ENSG00000228294
chr14,ENSG00000287515,ENSG00000287515
chr14,LINC01297,ENSG00000274827
chr14,GRAMD4P3,ENSG00000278301
chr14,POTEG,ENSG00000187537
chr14,ENSG00000276888,ENSG00000276888
chr14,RNU6-1268P,ENSG00000212516
chr14,MED15P6,ENSG00000257162
chr14,NF1P4,ENSG00000258027
chr14,ENSG00000273639,ENSG00000273639
chr14,ENSG00000274649,ENSG00000274649
chr14,NF1P11,ENSG00000278184
chr14,ENSG00000257432,ENSG00000257432
chr14,ENSG00000273558,ENSG00000273558
chr14,ENSG00000258324,ENSG00000258324
chr14,ENSG00000257493,ENSG00000257493
chr14,ENSG00000257751,ENSG00000257751
chr14,ENSG00000257846,ENSG00000257846
chr14,ENSG00000259069,ENSG00000259069
chr14,ENSG00000257884,ENSG00000257884
chr14,ENSG00000257395,ENSG00000257395
chr14,ARHGAP42P4,ENSG00000258080
chr14,ENSG00000257142,ENSG00000257142
chr14,OR11H2,ENSG00000258453
chr14,OR4N2,ENSG00000176294
chr14,OR11K2P,ENSG00000258438
chr14,OR4Q3,ENSG00000182652
chr14,OR4H12P,ENSG00000176312
chr14,OR4M1,ENSG00000176299
chr14,OR4N1P,ENSG00000258564
chr14,OR4K6P,ENSG00000228304
chr14,OR4K3,ENSG00000176290
chr14,OR4K2,ENSG00000165762
chr14,OR4K4P,ENSG00000258541
chr14,ENSG00000259016,ENSG00000259016
chr14,OR4K5,ENSG00000176281
chr14,OR4K1,ENSG00000155249
chr14,ENSG00000290702,ENSG00000290702
chr14,OR4K16P,ENSG00000258822
chr14,OR4K15,ENSG00000169488
chr14,OR4Q2,ENSG00000196383
chr14,OR4K14,ENSG00000169484
chr14,OR4K13,ENSG00000176253
chr14,OR4U1P,ENSG00000258899
chr14,OR4L1,ENSG00000176246
chr14,RNA5SP380,ENSG00000252999
chr14,OR4T1P,ENSG00000258641
chr14,OR4K17,ENSG00000176230
chr14,OR4N5,ENSG00000184394
chr14,PSMB7P1,ENSG00000259074
chr14,GTF2IP22,ENSG00000259095
chr14,OR11G1P,ENSG00000258468
chr14,OR11P1P,ENSG00000284742
chr14,OR11G2,ENSG00000196832
chr14,ENSG00000290703,ENSG00000290703
chr14,OR11H5P,ENSG00000258625
chr14,OR11H6,ENSG00000176219
chr14,OR11H7,ENSG00000258806
chr14,OR11H4,ENSG00000176198
chr14,TTC5,ENSG00000136319
chr14,ENSG00000258768,ENSG00000258768
chr14,ENSG00000258459,ENSG00000258459
chr14,CCNB1IP1,ENSG00000100814
chr14,ENSG00000287735,ENSG00000287735
chr14,SNORA79B,ENSG00000222489
chr14,SNORD126,ENSG00000238344
chr14,ENSG00000259001,ENSG00000259001
chr14,RPPH1,ENSG00000277209
chr14,PARP2,ENSG00000129484
chr14,ENSG00000254846,ENSG00000254846
chr14,TEP1,ENSG00000129566
chr14,RNA5SP382,ENSG00000200225
chr14,KLHL33,ENSG00000185271
chr14,ENSG00000291038,ENSG00000291038
chr14,ENSG00000259162,ENSG00000259162
chr14,OSGEP,ENSG00000092094
chr14,ENSG00000258515,ENSG00000258515
chr14,APEX1,ENSG00000100823
chr14,PIP4P1,ENSG00000165782
chr14,PNP,ENSG00000198805
chr14,ENSG00000258908,ENSG00000258908
chr14,RNASE10,ENSG00000182545
chr14,PTCD2P1,ENSG00000258456
chr14,SETP1,ENSG00000258863
chr14,RNASE9,ENSG00000188655
chr14,ENSG00000259060,ENSG00000259060
chr14,RNASE11,ENSG00000173464
chr14,RNASE11-AS1,ENSG00000258573
chr14,RNASE12,ENSG00000258436
chr14,ENSG00000239327,ENSG00000239327
chr14,OR6S1,ENSG00000181803
chr14,ANG,ENSG00000214274
chr14,RNASE4,ENSG00000258818
chr14,ENSG00000259171,ENSG00000259171
chr14,EGILA,ENSG00000258451
chr14,RANBP20P,ENSG00000259144
chr14,EDDM3DP,ENSG00000258963
chr14,EDDM3A,ENSG00000181562
chr14,EDDM3B,ENSG00000181552
chr14,RNASE6,ENSG00000169413
chr14,ENSG00000258810,ENSG00000258810
chr14,RNASE1,ENSG00000129538
chr14,ENSG00000259130,ENSG00000259130
chr14,ENSG00000258642,ENSG00000258642
chr14,RNASE3,ENSG00000169397
chr14,ENSG00000258918,ENSG00000258918
chr14,ENSG00000258772,ENSG00000258772
chr14,RNASE2CP,ENSG00000136315
chr14,RNASE2,ENSG00000169385
chr14,RN7SL189P,ENSG00000243817
chr14,ENSG00000258599,ENSG00000258599
chr14,METTL17,ENSG00000165792
chr14,ENSG00000258471,ENSG00000258471
chr14,SLC39A2,ENSG00000165794
chr14,NDRG2,ENSG00000165795
chr14,MIR6717,ENSG00000284122
chr14,TPPP2,ENSG00000179636
chr14,ENSG00000258604,ENSG00000258604
chr14,ENSG00000255472,ENSG00000255472
chr14,RNASE13,ENSG00000206150
chr14,RNASE7,ENSG00000165799
chr14,RNASE8,ENSG00000173431
chr14,ARHGEF40,ENSG00000165801
chr14,ZNF219,ENSG00000165804
chr14,TMEM253,ENSG00000232070
chr14,ENSG00000178107,ENSG00000178107
chr14,CKAP2P1,ENSG00000258722
chr14,RNU6-252P,ENSG00000200102
chr14,OR5AU1,ENSG00000169327
chr14,SMARCE1P3,ENSG00000259102
chr14,ENSG00000258906,ENSG00000258906
chr14,LINC00641,ENSG00000258441
chr14,HNRNPC,ENSG00000092199
chr14,RPGRIP1,ENSG00000092200
chr14,SUPT16H,ENSG00000092201
chr14,ENSG00000260830,ENSG00000260830
chr14,CHD8,ENSG00000100888
chr14,SNORD9,ENSG00000199436
chr14,SNORD8,ENSG00000200785
chr14,ENSG00000241035,ENSG00000241035
chr14,EIF4EBP1P1,ENSG00000258870
chr14,RN7SL650P,ENSG00000274475
chr14,RAB2B,ENSG00000129472
chr14,TOX4,ENSG00000092203
chr14,METTL3,ENSG00000165819
chr14,SALL2,ENSG00000165821
chr14,ENSG00000257096,ENSG00000257096
chr14,RBBP4P5,ENSG00000256737
chr14,OR10G3,ENSG00000169208
chr14,ENSG00000256081,ENSG00000256081
chr14,OR10G1P,ENSG00000273586
chr14,UBE2NP1,ENSG00000256385
chr14,TRAV1-1,ENSG00000255569
chr14,OR10G2,ENSG00000255582
chr14,TRAV1-2,ENSG00000256553
chr14,ARL6IP1P1,ENSG00000255664
chr14,OR4E2,ENSG00000221977
chr14,OR4E1,ENSG00000276240
chr14,ENSG00000256350,ENSG00000256350
chr14,TRAV2,ENSG00000211776
chr14,ENSG00000248358,ENSG00000248358
chr14,TRAV3,ENSG00000211777
chr14,TRAV4,ENSG00000211778
chr14,TRAV5,ENSG00000211779
chr14,RPL4P1,ENSG00000240954
chr14,TRAV6,ENSG00000211780
chr14,TRAV7,ENSG00000211781
chr14,TRAV8-1,ENSG00000211782
chr14,TRAV9-1,ENSG00000211783
chr14,TRAV10,ENSG00000211784
chr14,TRAV11,ENSG00000256474
chr14,TRAV12-1,ENSG00000211785
chr14,TRAV8-2,ENSG00000211786
chr14,TRAV8-3,ENSG00000211787
chr14,ENSG00000289723,ENSG00000289723
chr14,TRAV13-1,ENSG00000211788
chr14,TRAV12-2,ENSG00000211789
chr14,TRAV8-4,ENSG00000211790
chr14,TRAV8-5,ENSG00000256379
chr14,TRAV13-2,ENSG00000211791
chr14,TRAV14DV4,ENSG00000211792
chr14,TRAV9-2,ENSG00000211793
chr14,TRAV15,ENSG00000258482
chr14,ENSG00000258557,ENSG00000258557
chr14,TRAV12-3,ENSG00000211794
chr14,TRAV8-6,ENSG00000211795
chr14,TRAV16,ENSG00000211796
chr14,TRAV17,ENSG00000211797
chr14,TRAV18,ENSG00000211798
chr14,TRAV19,ENSG00000211799
chr14,ENSG00000258705,ENSG00000258705
chr14,TRAV20,ENSG00000211800
chr14,TRAV21,ENSG00000211801
chr14,ENSG00000276428,ENSG00000276428
chr14,TRAV22,ENSG00000211802
chr14,TRAV23DV6,ENSG00000211803
chr14,TRDV1,ENSG00000211804
chr14,TRAV24,ENSG00000211805
chr14,TRAV25,ENSG00000211806
chr14,TRAV26-1,ENSG00000211807
chr14,TRAV8-7,ENSG00000211808
chr14,TRAV27,ENSG00000211809
chr14,TRAV28,ENSG00000258835
chr14,TRAV29DV5,ENSG00000211810
chr14,TRAV30,ENSG00000259092
chr14,TRAV31,ENSG00000249048
chr14,TRAV32,ENSG00000258905
chr14,TRAV33,ENSG00000258812
chr14,TRD-AS1,ENSG00000251002
chr14,TRAV26-2,ENSG00000211812
chr14,TRAV34,ENSG00000211813
chr14,TRAV35,ENSG00000211814
chr14,TRAV36DV7,ENSG00000211815
chr14,ENSG00000289495,ENSG00000289495
chr14,TRAV37,ENSG00000259068
chr14,TRAV38-1,ENSG00000211816
chr14,TRAV38-2DV8,ENSG00000211817
chr14,TRAV39,ENSG00000211818
chr14,TRAV40,ENSG00000211819
chr14,TRAV41,ENSG00000211820
chr14,ENSG00000256221,ENSG00000256221
chr14,ENSG00000259042,ENSG00000259042
chr14,TRDV2,ENSG00000211821
chr14,TRDD1,ENSG00000223997
chr14,TRDD2,ENSG00000237235
chr14,TRDD3,ENSG00000228985
chr14,TRDJ1,ENSG00000211825
chr14,TRDJ4,ENSG00000211826
chr14,TRDJ2,ENSG00000211827
chr14,TRDJ3,ENSG00000211828
chr14,TRDC,ENSG00000211829
chr14,TRDV3,ENSG00000256590
chr14,TRAJ61,ENSG00000211831
chr14,TRAJ60,ENSG00000249446
chr14,TRAJ59,ENSG00000211832
chr14,TRAJ58,ENSG00000211833
chr14,TRAJ57,ENSG00000211834
chr14,TRAJ56,ENSG00000211835
chr14,TRAJ55,ENSG00000250688
chr14,TRAJ54,ENSG00000211836
chr14,TRAJ53,ENSG00000211837
chr14,TRAJ52,ENSG00000211838
chr14,TRAJ51,ENSG00000248366
chr14,TRAJ50,ENSG00000211839
chr14,TRAJ49,ENSG00000211840
chr14,TRAJ48,ENSG00000211841
chr14,TRAJ47,ENSG00000211842
chr14,TRAJ46,ENSG00000211843
chr14,TRAJ45,ENSG00000211844
chr14,TRAJ44,ENSG00000211845
chr14,TRAJ43,ENSG00000211846
chr14,TRAJ42,ENSG00000211847
chr14,TRAJ41,ENSG00000211848
chr14,TRAJ40,ENSG00000211849
chr14,TRAJ39,ENSG00000211850
chr14,TRAJ38,ENSG00000211851
chr14,TRAJ37,ENSG00000278661
chr14,TRAJ36,ENSG00000276699
chr14,TRAJ35,ENSG00000211854
chr14,TRAJ34,ENSG00000211855
chr14,TRAJ33,ENSG00000211856
chr14,TRAJ32,ENSG00000211857
chr14,TRAJ31,ENSG00000211858
chr14,TRAJ30,ENSG00000211859
chr14,TRAJ29,ENSG00000211860
chr14,TRAJ28,ENSG00000211861
chr14,TRAJ27,ENSG00000211862
chr14,TRAJ26,ENSG00000211863
chr14,TRAJ25,ENSG00000211864
chr14,TRAJ24,ENSG00000211865
chr14,TRAJ23,ENSG00000211866
chr14,TRAJ22,ENSG00000211867
chr14,TRAJ21,ENSG00000211868
chr14,TRAJ20,ENSG00000211869
chr14,TRAJ19,ENSG00000211870
chr14,TRAJ18,ENSG00000211871
chr14,TRAJ17,ENSG00000211872
chr14,TRAJ16,ENSG00000211873
chr14,TRAJ14,ENSG00000211875
chr14,TRAJ13,ENSG00000211876
chr14,TRAJ12,ENSG00000211877
chr14,TRAJ11,ENSG00000211878
chr14,TRAJ10,ENSG00000211879
chr14,TRAJ9,ENSG00000211880
chr14,TRAJ8,ENSG00000211881
chr14,TRAJ7,ENSG00000211882
chr14,TRAJ6,ENSG00000211883
chr14,TRAJ5,ENSG00000211884
chr14,TRAJ4,ENSG00000211885
chr14,TRAJ3,ENSG00000211886
chr14,TRAJ2,ENSG00000211887
chr14,TRAJ1,ENSG00000211888
chr14,TRAC,ENSG00000277734
chr14,LINC02332,ENSG00000259054
chr14,ENSG00000259003,ENSG00000259003
chr14,DAD1,ENSG00000129562
chr14,ENSG00000275552,ENSG00000275552
chr14,ABHD4,ENSG00000100439
chr14,OR6J1,ENSG00000255804
chr14,ENSG00000242061,ENSG00000242061
chr14,OXA1L-DT,ENSG00000258458
chr14,OR6E1P,ENSG00000235213
chr14,ENSG00000258823,ENSG00000258823
chr14,ENSG00000212302,ENSG00000212302
chr14,OXA1L,ENSG00000155463
chr14,SLC7A7,ENSG00000155465
chr14,MRPL52,ENSG00000172590
chr14,MMP14,ENSG00000157227
chr14,LRP10,ENSG00000197324
chr14,REM2,ENSG00000139890
chr14,RBM23,ENSG00000100461
chr14,PRMT5-AS1,ENSG00000237054
chr14,PRMT5,ENSG00000100462
chr14,PRMT5-DT,ENSG00000257285
chr14,HAUS4,ENSG00000092036
chr14,ENSG00000259132,ENSG00000259132
chr14,MIR4707,ENSG00000284118
chr14,AJUBA,ENSG00000129474
chr14,AJUBA-DT,ENSG00000258457
chr14,C14orf93,ENSG00000100802
chr14,ENSG00000280129,ENSG00000280129
chr14,PSMB5,ENSG00000100804
chr14,ENSG00000279656,ENSG00000279656
chr14,PSMB11,ENSG00000222028
chr14,CDH24,ENSG00000139880
chr14,ENSG00000288795,ENSG00000288795
chr14,ACIN1,ENSG00000100813
chr14,C14orf119,ENSG00000179933
chr14,CIROP,ENSG00000283654
chr14,CEBPE,ENSG00000092067
chr14,ENSG00000288931,ENSG00000288931
chr14,SLC7A8,ENSG00000092068
chr14,RNU6-1138P,ENSG00000202229
chr14,RNF212B,ENSG00000215277
chr14,ENSG00000289968,ENSG00000289968
chr14,ENSG00000240131,ENSG00000240131
chr14,RNU6-1046P,ENSG00000252347
chr14,HOMEZ,ENSG00000290292
chr14,ENSG00000290642,ENSG00000290642
chr14,H3P37,ENSG00000270433
chr14,PPP1R3E,ENSG00000235194
chr14,BCL2L2,ENSG00000129473
chr14,BCL2L2-PABPN1,ENSG00000258643
chr14,PABPN1,ENSG00000100836
chr14,SLC22A17,ENSG00000092096
chr14,EFS,ENSG00000100842
chr14,ENSG00000259018,ENSG00000259018
chr14,IL25,ENSG00000166090
chr14,CMTM5,ENSG00000166091
chr14,MYH6,ENSG00000197616
chr14,MIR208A,ENSG00000199157
chr14,ENSG00000289973,ENSG00000289973
chr14,MYH7,ENSG00000092054
chr14,ENSG00000258444,ENSG00000258444
chr14,MIR208B,ENSG00000215991
chr14,NGDN,ENSG00000129460
chr14,ZFHX2-AS1,ENSG00000157306
chr14,ZFHX2,ENSG00000136367
chr14,ENSG00000273618,ENSG00000273618
chr14,THTPA,ENSG00000259431
chr14,AP1G2,ENSG00000213983
chr14,AP1G2-AS1,ENSG00000258727
chr14,JPH4,ENSG00000092051
chr14,ENSG00000274002,ENSG00000274002
chr14,DHRS2,ENSG00000100867
chr14,ENSG00000258464,ENSG00000258464
chr14,BRD7P1,ENSG00000259043
chr14,ENSG00000270618,ENSG00000270618
chr14,RN7SKP205,ENSG00000222931
chr14,ENSG00000258887,ENSG00000258887
chr14,ENSG00000285727,ENSG00000285727
chr14,LINC00596,ENSG00000259334
chr14,DHRS4-AS1,ENSG00000215256
chr14,DHRS4,ENSG00000157326
chr14,DHRS4L2,ENSG00000187630
chr14,DHRS4L1,ENSG00000285467
chr14,ENSG00000286931,ENSG00000286931
chr14,ENSG00000291039,ENSG00000291039
chr14,CARMIL3,ENSG00000186648
chr14,CPNE6,ENSG00000100884
chr14,NRL,ENSG00000129535
chr14,PCK2,ENSG00000100889
chr14,DCAF11,ENSG00000100897
chr14,ENSG00000259371,ENSG00000259371
chr14,FITM1,ENSG00000139914
chr14,PSME1,ENSG00000092010
chr14,EMC9,ENSG00000100908
chr14,ENSG00000259321,ENSG00000259321
chr14,PSME2,ENSG00000100911
chr14,MIR7703,ENSG00000283856
chr14,RNF31,ENSG00000092098
chr14,ENSG00000259529,ENSG00000259529
chr14,RNA5SP383,ENSG00000199804
chr14,IRF9,ENSG00000213928
chr14,ENSG00000289757,ENSG00000289757
chr14,REC8,ENSG00000100918
chr14,IPO4,ENSG00000196497
chr14,ENSG00000259522,ENSG00000259522
chr14,ENSG00000287765,ENSG00000287765
chr14,TM9SF1,ENSG00000100926
chr14,ENSG00000254692,ENSG00000254692
chr14,ENSG00000288820,ENSG00000288820
chr14,ENSG00000276698,ENSG00000276698
chr14,ENSG00000278784,ENSG00000278784
chr14,TSSK4,ENSG00000139908
chr14,CHMP4A,ENSG00000254505
chr14,ENSG00000260669,ENSG00000260669
chr14,MDP1,ENSG00000213920
chr14,NEDD8-MDP1,ENSG00000255526
chr14,NEDD8,ENSG00000129559
chr14,GMPR2,ENSG00000100938
chr14,TINF2,ENSG00000092330
chr14,ENSG00000289979,ENSG00000289979
chr14,TGM1,ENSG00000092295
chr14,RABGGTA,ENSG00000100949
chr14,ENSG00000288044,ENSG00000288044
chr14,ENSG00000286825,ENSG00000286825
chr14,DHRS1,ENSG00000157379
chr14,NOP9,ENSG00000196943
chr14,CIDEB,ENSG00000136305
chr14,LTB4R2,ENSG00000213906
chr14,LTB4R,ENSG00000213903
chr14,ADCY4,ENSG00000129467
chr14,ENSG00000258973,ENSG00000258973
chr14,RIPK3,ENSG00000129465
chr14,NFATC4,ENSG00000100968
chr14,NYNRIN,ENSG00000205978
chr14,CBLN3,ENSG00000139899
chr14,KHNYN,ENSG00000100441
chr14,SDR39U1,ENSG00000100445
chr14,ENSG00000258744,ENSG00000258744
chr14,CMA1,ENSG00000092009
chr14,CTSG,ENSG00000100448
chr14,ENSG00000258657,ENSG00000258657
chr14,GZMH,ENSG00000100450
chr14,GZMB,ENSG00000100453
chr14,STXBP6,ENSG00000168952
chr14,ENSG00000288100,ENSG00000288100
chr14,ENSG00000287481,ENSG00000287481
chr14,LINC02286,ENSG00000258098
chr14,HMGN2P6,ENSG00000257179
chr14,OR7K1P,ENSG00000258275
chr14,ENSG00000257976,ENSG00000257976
chr14,LINC02306,ENSG00000257986
chr14,ENSG00000212270,ENSG00000212270
chr14,ENSG00000279521,ENSG00000279521
chr14,ENSG00000285633,ENSG00000285633
chr14,CYB5AP5,ENSG00000257503
chr14,NOVA1,ENSG00000139910
chr14,ENSG00000262119,ENSG00000262119
chr14,NOVA1-DT,ENSG00000257842
chr14,ENSG00000258081,ENSG00000258081
chr14,LINC02294,ENSG00000257845
chr14,LINC02293,ENSG00000257185
chr14,ENSG00000286479,ENSG00000286479
chr14,MIR4307HG,ENSG00000257612
chr14,MIR4307,ENSG00000265165
chr14,MIR3171HG,ENSG00000258932
chr14,LINC00645,ENSG00000258548
chr14,MIR3171,ENSG00000264657
chr14,BNIP3P1,ENSG00000197358
chr14,ENSG00000257869,ENSG00000257869
chr14,RPL26P3,ENSG00000240179
chr14,LINC02300,ENSG00000258175
chr14,EIF4A1P12,ENSG00000257662
chr14,BTF3P2,ENSG00000258282
chr14,FOXG1-AS1,ENSG00000257126
chr14,FOXG1,ENSG00000176165
chr14,LINC01551,ENSG00000186960
chr14,LINC02282,ENSG00000257056
chr14,LINC02281,ENSG00000257748
chr14,LINC02327,ENSG00000258038
chr14,ENSG00000258065,ENSG00000258065
chr14,LINC02326,ENSG00000257523
chr14,ENSG00000258028,ENSG00000258028
chr14,RNU6-864P,ENSG00000252065
chr14,ENSG00000257522,ENSG00000257522
chr14,ENSG00000258107,ENSG00000258107
chr14,ENSG00000286040,ENSG00000286040
chr14,RNU11-5P,ENSG00000212518
chr14,PRKD1,ENSG00000184304
chr14,ENSG00000257120,ENSG00000257120
chr14,RNU6-1234P,ENSG00000252686
chr14,ENSG00000287142,ENSG00000287142
chr14,ENSG00000257904,ENSG00000257904
chr14,ENSG00000248975,ENSG00000248975
chr14,ENSG00000240201,ENSG00000240201
chr14,ENSG00000279032,ENSG00000279032
chr14,G2E3-AS1,ENSG00000257636
chr14,ENSG00000278587,ENSG00000278587
chr14,SYF2P1,ENSG00000258350
chr14,G2E3,ENSG00000092140
chr14,SCFD1,ENSG00000092108
chr14,UBE2CP1,ENSG00000258648
chr14,ENSG00000258558,ENSG00000258558
chr14,RPL12P5,ENSG00000243855
chr14,ENSG00000240513,ENSG00000240513
chr14,ENSG00000213867,ENSG00000213867
chr14,COCH,ENSG00000100473
chr14,ENSG00000258525,ENSG00000258525
chr14,STRN3,ENSG00000196792
chr14,HIGD1AP17,ENSG00000258886
chr14,MIR624,ENSG00000207952
chr14,ENSG00000258968,ENSG00000258968
chr14,AP4S1,ENSG00000100478
chr14,HECTD1,ENSG00000092148
chr14,RPL21P5,ENSG00000258640
chr14,RNU6-541P,ENSG00000207440
chr14,ENSG00000257831,ENSG00000257831
chr14,HEATR5A,ENSG00000129493
chr14,ATP5MC1P2,ENSG00000283016
chr14,ENSG00000203546,ENSG00000203546
chr14,HEATR5A-DT,ENSG00000250365
chr14,DTD2,ENSG00000129480
chr14,ENSG00000239323,ENSG00000239323
chr14,GPR33,ENSG00000214943
chr14,NUBPL,ENSG00000151413
chr14,ENSG00000258196,ENSG00000258196
chr14,NUBPL-DT,ENSG00000257155
chr14,RNU6-602P,ENSG00000223087
chr14,RNU6-455P,ENSG00000207412
chr14,ENSG00000257472,ENSG00000257472
chr14,LINC02313,ENSG00000258474
chr14,ENSG00000290393,ENSG00000290393
chr14,ENSG00000275002,ENSG00000275002
chr14,ENSG00000258386,ENSG00000258386
chr14,ARHGAP5-AS1,ENSG00000258655
chr14,ARHGAP5,ENSG00000100852
chr14,ENSG00000285608,ENSG00000285608
chr14,ENSG00000286527,ENSG00000286527
chr14,RNU6-7,ENSG00000201654
chr14,RNU6-8,ENSG00000202337
chr14,ENSG00000258619,ENSG00000258619
chr14,KIAA1143P1,ENSG00000259086
chr14,AKAP6,ENSG00000151320
chr14,ENSG00000258580,ENSG00000258580
chr14,RN7SL660P,ENSG00000278746
chr14,MTCO1P2,ENSG00000259045
chr14,ENSG00000280281,ENSG00000280281
chr14,ENSG00000289111,ENSG00000289111
chr14,NPAS3,ENSG00000151322
chr14,ENSG00000287153,ENSG00000287153
chr14,ENSG00000287777,ENSG00000287777
chr14,EGLN3,ENSG00000129521
chr14,EGLN3-AS1,ENSG00000258897
chr14,ENSG00000223593,ENSG00000223593
chr14,SPTSSA,ENSG00000165389
chr14,RPL23AP71,ENSG00000237450
chr14,EAPP,ENSG00000129518
chr14,ENSG00000279423,ENSG00000279423
chr14,ENSG00000259002,ENSG00000259002
chr14,RNU1-27P,ENSG00000206596
chr14,RNU1-28P,ENSG00000206588
chr14,ENSG00000259135,ENSG00000259135
chr14,SNX6,ENSG00000129515
chr14,RPS19P3,ENSG00000240463
chr14,RNU6-1261P,ENSG00000253003
chr14,RPL23AP8,ENSG00000241582
chr14,CFL2,ENSG00000165410
chr14,RPL12P6,ENSG00000243824
chr14,BAZ1A,ENSG00000198604
chr14,RNU7-41P,ENSG00000251726
chr14,BAZ1A-AS1,ENSG00000258738
chr14,SRP54-AS1,ENSG00000258704
chr14,ENSG00000258493,ENSG00000258493
chr14,IGBP1P1,ENSG00000226677
chr14,SRP54,ENSG00000100883
chr14,FAM177A1,ENSG00000151327
chr14,PPP2R3C,ENSG00000092020
chr14,ENSG00000279434,ENSG00000279434
chr14,PRORP,ENSG00000100890
chr14,ENSG00000258790,ENSG00000258790
chr14,RPL23AP70,ENSG00000241052
chr14,SEPTIN7P1,ENSG00000259090
chr14,MRPL57P8,ENSG00000282625
chr14,DPRXP3,ENSG00000282308
chr14,RPL7AP3,ENSG00000256243
chr14,RPL9P3,ENSG00000240392
chr14,PSMA6,ENSG00000100902
chr14,ENSG00000258860,ENSG00000258860
chr14,RPLP0P3,ENSG00000240023
chr14,NFKBIA,ENSG00000100906
chr14,DNAJC8P1,ENSG00000259022
chr14,ENSG00000259017,ENSG00000259017
chr14,RPS3AP4,ENSG00000259105
chr14,KRT18P6,ENSG00000258783
chr14,INSM2,ENSG00000168348
chr14,RALGAPA1,ENSG00000174373
chr14,ENSG00000253059,ENSG00000253059
chr14,QRSL1P3,ENSG00000257957
chr14,ENSG00000258938,ENSG00000258938
chr14,NUTF2P2,ENSG00000258300
chr14,BRMS1L,ENSG00000100916
